instance,solution,execution_time
100_20_01,1824454,121.97344994544983
100_20_02,1841859,115.37480187416077
100_20_03,1694390,141.22411704063416
100_20_04,1989447,79.7112410068512
100_20_05,1577091,143.31297302246094
100_20_06,1703923,80.07381105422974
100_20_07,1818179,92.37482500076294
100_20_08,1801238,67.4243597984314
100_20_09,1867388,127.92048406600952
100_20_10,1704404,79.91122794151306
100_20_11,1859442,194.18207788467407
100_20_12,1731405,110.20015621185303
100_20_13,1754979,89.20754718780518
100_20_14,1742622,178.59799098968506
100_20_15,1487923,79.30931305885315
100_20_16,1897705,90.85570216178894
100_20_17,1809006,120.9122109413147
100_20_18,1845931,98.9510018825531
100_20_19,1712026,214.53814816474915
100_20_20,1834752,76.25325083732605
100_20_21,1756185,116.45434093475342
100_20_22,1776334,119.66610717773438
100_20_23,1841500,78.99452519416809
100_20_24,1737329,109.87163400650024
100_20_25,1756508,90.15350699424744
100_20_26,1606368,149.9939830303192
100_20_27,1911710,70.94845700263977
100_20_28,1780172,75.76855397224426
100_20_29,2062291,122.00887799263
100_20_30,1802229,70.53796195983887
50_20_01,607386,7.033840894699097
50_20_02,635382,5.511034250259399
50_20_03,599235,4.9092090129852295
50_20_04,680644,4.512454986572266
50_20_05,662741,10.714134931564331
50_20_06,655640,5.778243064880371
50_20_07,579663,7.945230960845947
50_20_08,542886,3.9814248085021973
50_20_09,588535,4.376842975616455
50_20_10,606447,9.46565294265747
50_20_11,614216,6.45595908164978
50_20_12,595930,5.820129156112671
50_20_13,565484,5.871222019195557
50_20_14,584816,4.178697347640991
50_20_15,600862,16.207417964935303
50_20_16,556730,6.1980297565460205
50_20_17,661444,2.771605968475342
50_20_18,645996,2.7786290645599365
50_20_19,478244,4.639887094497681
50_20_20,582009,4.993726015090942
50_20_21,637490,5.910343885421753
50_20_22,659162,6.173758029937744
50_20_23,612341,9.338061094284058
50_20_24,557742,5.768932104110718
50_20_25,597630,14.722077131271362
50_20_26,615420,6.011775970458984
50_20_27,573409,6.598170757293701
50_20_28,558245,5.853179931640625
50_20_29,553187,10.275371074676514
50_20_30,512457,10.621944904327393
